bbdm13_GlimmerMDS_2Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Complete Linkage Method Distance,Complete Linkage Method Distance Calculation Time,Single Linkage Method Distance,Single Linkage Method Distance Calculation Time,Leverage Score Distance,Leverage Score Distance Calculation Time,Cook Distance,Cook Distance Calculation Time,Orthogonal Distance to Lowess Line,Orthogonal Distance to Lowess Line Calculation Time,Vertical Distance to Lowess Line,Vertical Distance to Lowess Line Calculation Time,Horizontal Distance to Lowess Line,Horizontal Distance to Lowess Line Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes,well-separated,Shape
figure_descendingmarkersize10_twosquare-noName_GlimmerMDS_2,twosquare-noName_GlimmerMDS_2,968,4,10,0.697029937,0.395661831,0.725739459,0.393324614,0.764924523,0.897168636,0.704319392,0.38420701,0.719944768,0.41707325,0.718291294,0.451625109,0.923556632,0.429363489,0.708555034,0.448443651,0.670222199,0.470139503,0.685250484,6.041385651,0.683709241,0.495371819,0.507080943,0.552127838,1,0.193898916,286,0.153952837,0,13.9387567,0.025417493,0.142091751,9.474718127,0.008146286,-,15,0,0,[],no,['no_shape']
figure_descendingmarkersize50_twosquare-noName_GlimmerMDS_2,twosquare-noName_GlimmerMDS_2,968,4,50,0.322983982,0.395632982,0.344815255,0.454202414,0.382564254,0.773368835,0.332909474,0.467947245,0.343211342,0.488139868,0.342633742,14.18825102,0.548429404,0.480821133,0.338130648,0.409267902,0.297272296,0.457872152,0.302487991,5.523092747,0.302972351,0.553060532,0.169459963,0.495043516,1,0.446256638,6924,0.150683403,0,0.140144587,0.025417493,0.182016134,9.474718127,0.010534286,-,15,0,0,[],no,['no_shape']
figure_descendingmarkersize20_twosquare-noName_GlimmerMDS_2,twosquare-noName_GlimmerMDS_2,968,4,20,0.505177416,0.451088667,0.535348452,0.401430845,0.585003973,0.881541729,0.5168678,0.415269613,0.531570445,0.449477911,0.530621757,0.407241106,0.786488387,0.446349144,0.523072054,0.451398134,0.468358185,0.447049618,0.480929157,5.831614971,0.480689373,0.474076986,0.305333174,0.496913195,1,0.255740643,1450,0.167624474,0,0.153673172,0.025417493,0.144521952,9.474718127,0.010081768,-,15,0,0,[],no,['no_shape']
figure_category_basedmarkersize10_twosquare-noName_GlimmerMDS_2,twosquare-noName_GlimmerMDS_2,968,4,10,0.699546142,0.448074102,0.726320072,0.460819721,0.762122922,0.88219738,0.704843161,0.428925037,0.721060489,0.360269547,0.718939465,0.365557909,0.923556632,0.387598276,0.706804198,0.406198025,0.679029153,0.418471813,0.690287686,5.640295982,0.689145055,0.494979382,0.498440047,0.398245573,1,0.1860466,286,0.127546549,0,0.165338516,0.025417493,0.119331121,9.474718127,0.021757126,-,15,0,0,[],no,['no_shape']
figure_descendingmarkersize50_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,50,0.62620226,0.455680132,0.70178684,0.419431448,1.039751462,0.721541643,0.61479425,11.63309312,0.670300442,0.426592588,0.763682713,0.409803867,0.842895848,0.352458715,0.559193818,0.406897306,0.483102649,0.443723202,0.587333733,4.933042765,0.604921759,0.537324905,0.476692547,0.466182232,1,0.414517879,4110,0.119061947,0,0.115323067,0.025071127,0.140552044,9.891318298,0.018694639,-,15,0,0,[],no,['three_order' 'no_shape']
figure_category_basedmarkersize50_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,50,0.629726005,11.65077877,0.700078531,0.494456053,1.047723865,0.782357216,0.613034565,0.393551826,0.666756529,0.378682613,0.762772937,0.384219408,0.842519855,0.472105503,0.574716197,0.468137026,0.485485197,0.417543173,0.557113945,4.937319517,0.574999071,0.48355484,0.429823644,0.436975479,1,0.421513557,4110,0.131720543,0,0.12176466,0.025071127,0.117558002,9.891318298,0.007145882,-,15,0,0,[],no,['three_order' 'no_shape']
figure_category_basedmarkersize20_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,20,0.911857643,0.41834712,0.936231442,0.356552839,1.011197691,0.728554249,0.902956019,0.462254286,0.922417315,0.354097366,0.952479085,0.379993916,0.976070594,0.39822793,0.878354382,0.432003736,0.857518354,0.398432493,0.882543867,4.814080954,0.890639759,0.528504848,0.804876395,0.400747538,1,0.324025393,161,0.154224157,0,0.150282145,0.025071127,0.136843443,9.891318298,0.017724514,-,15,0,0,[],no,['three_order' 'no_shape']
figure_ascendingmarkersize10_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,10,1,0.356805563,1,0.383529425,1,0.749543428,1,0.455964327,1,12.49638939,1,0.422935724,1,0.429496765,1,0.354133129,1,0.394632578,1,5.126583576,1,0.531459332,1,0.429116726,1,0.176706553,0,0.146676064,0,0.171605349,0.025071127,0.102244854,9.891318298,0.007002592,-,15,0,0,[],no,['three_order' 'no_shape']
figure_ascendingmarkersize50_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,50,0.694739957,0.411177158,0.73769687,0.406609058,0.960116876,0.710384846,0.696367998,0.492844582,0.719929105,0.371928692,0.787244539,0.469504118,0.8431203,0.442896366,0.782732378,0.409342051,0.559641067,0.383839607,0.588352469,4.732182026,0.562777307,0.45361352,0.470908668,12.67142797,1,0.471157789,4110,0.140027761,0,0.110707998,0.025071127,0.087400675,9.891318298,0.006580114,-,15,0,0,[],no,['three_order' 'no_shape']
figure_ascendingmarkersize20_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,20,0.937657765,0.346678019,0.947834552,0.343065977,0.993655114,0.674513817,0.940025089,0.437199116,0.944708859,0.369220257,0.961004584,0.420868397,0.976067222,0.378885269,0.963458013,11.08451438,0.905897591,0.375331402,0.896360481,4.575171471,0.885181385,0.384235382,0.861183159,0.444364548,1,0.271776676,161,0.160725355,0,0.137032032,0.025071127,0.130038977,9.891318298,0.007125378,-,15,0,0,[],no,['three_order' 'no_shape']
figure_descendingmarkersize20_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,20,0.911222778,0.399344683,0.936522362,0.432212114,1.009985146,0.777230501,0.903781977,0.427777529,0.923431425,0.419641495,0.95274945,0.436581373,0.976084631,0.401639938,0.874281463,0.356938124,0.856684772,0.361536026,0.891583307,5.600031853,0.899352467,0.415184498,0.822694215,0.469859362,1,0.285057545,161,0.113108873,0,0.102478981,0.025071127,0.094113588,9.891318298,0.007720232,-,15,0,0,[],no,['three_order' 'no_shape']
figure_category_basedmarkersize10_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,10,1,0.42434907,1,0.324501038,1,0.686119556,1,0.422943592,1,0.41111064,1,0.319727898,1,0.38120532,1,0.379578829,1,0.359929085,1,4.155160904,1,0.398134947,1,0.375588417,1,0.163176537,0,11.8894732,0,0.161181927,0.025071127,0.150631666,9.891318298,0.017896652,-,15,0,0,[],no,['three_order' 'no_shape']
figure_descendingmarkersize10_twosquare-noName_TSNE_2,twosquare-noName_TSNE_2,968,4,10,1,0.330689669,1,0.399398327,1,0.721364498,1,0.433697462,1,0.371566534,1,0.465434551,1,0.361955166,1,0.454554796,1,0.359188795,1,5.002579927,1,0.384949684,1,0.456917524,1,0.180768013,0,0.144118547,0,0.125843287,0.025071127,0.145896435,9.891318298,0.010122061,-,15,0,0,[],no,['three_order' 'no_shape']
figure_descendingmarkersize10_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,10,0.826907977,0.401200771,0.804360952,0.355414867,0.739105372,0.54042244,0.840789255,0.447002411,0.837110213,0.452694893,0.79995536,0.394621372,0.897954993,0.544303417,0.84897428,0.407028675,0.84888499,0.463889599,0.851415355,5.0987432,0.821042074,14.2566185,0.789794462,0.45522356,0.739226519,0.155730724,2289,0.127250671,0.037569061,0.152952433,0.024928302,0.156726122,2.74967558,0.007316828,-,15,4,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_category_basedmarkersize10_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,10,0.831963883,0.41462183,0.804580202,0.362934113,0.737225377,0.572190523,0.841376609,0.404815197,0.837394421,0.416568041,0.800007399,0.386103392,0.89848449,0.44439888,0.849293878,0.398657084,0.8576983,0.459461689,0.857675023,6.202797413,0.827460264,0.481649637,0.799531097,0.444387674,0.739226519,14.39530158,2289,0.156955242,0.037569061,0.164083719,0.024928302,0.243840694,2.74967558,0.007961512,-,15,9,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_descendingmarkersize20_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,20,0.742275756,0.415399313,0.71167642,0.483527422,0.651969943,0.609109402,0.751953284,0.472189903,0.736857521,0.468393564,0.699809125,0.460373878,0.799371009,0.433504581,0.761137577,0.435669184,0.747188338,0.452277899,0.741141329,6.356706381,0.708548047,0.47739172,0.721280149,0.446056128,0.660773481,0.188328981,6641,0.146511078,0.037569061,0.131043196,0.024928302,0.150970459,2.74967558,0.010998964,-,15,1,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_ascendingmarkersize10_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,10,0.835357077,0.413779736,0.805292774,0.407672167,0.732826329,0.610536575,0.841923079,0.419620275,0.837682969,0.454880714,0.800106389,0.441069365,0.89912434,0.398363352,0.849457341,0.38087821,0.865535369,0.438366413,0.86137244,5.265518188,0.832526935,0.489755869,0.81152959,15.22864032,0.739226519,0.164478302,2289,0.131584167,0.037569061,0.138953209,0.024928302,0.147698164,2.74967558,0.010087013,-,15,4,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_ascendingmarkersize20_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,20,0.760637435,0.43548131,0.713724463,0.390805244,0.638842091,0.615128517,0.754461541,0.469124079,0.737960233,0.448045731,0.700076697,0.398528814,0.803328168,0.460886478,0.761888747,0.425931215,0.782750239,0.433928728,0.770001899,5.598993063,0.739412426,0.476633072,0.756428634,0.504276752,0.660773481,0.195269585,6641,0.153753519,0.037569061,0.151895046,0.024928302,0.168412447,2.74967558,0.009729385,-,15,3,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_category_basedmarkersize20_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,20,0.753706665,0.466606379,0.712470888,0.488437414,0.645813727,0.601366043,0.753494589,0.46718502,0.737494063,0.471039295,0.699913218,0.538441181,0.800184616,0.481984615,0.761521756,0.493735552,0.765495452,0.429459095,0.757749972,5.792794704,0.724765983,0.499934912,0.741019689,0.468798637,0.660773481,0.17954278,6641,0.150510788,0.037569061,0.135820866,0.024928302,0.170021057,2.74967558,0.022128344,-,15,7,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_descendingmarkersize50_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,50,0.663326479,0.437791348,0.636629599,13.90098786,0.588512196,0.689989567,0.672337366,0.46350503,0.656414854,0.480677366,0.624223679,0.467503071,0.705504498,0.432721853,0.682992717,0.446761608,0.644968884,0.415566683,0.644479899,5.569698095,0.622590346,0.520803452,0.637749494,0.497103214,0.577900552,0.205389023,15081,0.167179585,0.037569061,0.125097752,0.024928302,0.15902257,2.74967558,0.010006666,-,15,0,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_category_basedmarkersize50_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,50,0.681053011,0.414074659,0.63831578,0.370210886,0.574413721,0.561192036,0.675246716,0.44667387,0.657534518,14.78472662,0.624503352,0.486688375,0.706299187,0.470311165,0.68337594,0.440384388,0.678185133,0.410061836,0.67279573,5.452779293,0.649432446,0.63662076,0.672777557,0.511085033,0.577900552,0.188603878,15081,0.159749031,0.037569061,0.185061455,0.024928302,0.227324247,2.74967558,0.008108139,-,15,7,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_ascendingmarkersize50_UnEvenDensity-noName_GlimmerMDS_2,UnEvenDensity-noName_GlimmerMDS_2,905,2,50,0.692974942,0.396648884,0.640186083,0.409571648,0.564390927,0.588882208,0.676302135,12.51253295,0.658084745,0.417906046,0.624663726,0.365329027,0.711682465,0.422519922,0.683929136,0.418951273,0.713109096,0.376064301,0.699778394,6.154587269,0.678379783,0.56882453,0.697444765,0.474153757,0.577900552,0.226997375,15081,0.214622021,0.037569061,0.185097218,0.024928302,0.167954683,2.74967558,0.009144068,-,15,3,0,[],1-class-m-cluster,['cluster' 'three_order']
figure_category_basedmarkersize50_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,50,0.595697597,0.406692028,0.605548737,0.388231516,0.611678785,0.60901475,0.595689827,0.450787783,0.598706776,0.414103746,0.599740552,0.364279747,0.631032401,0.397885084,0.589542743,0.400597334,0.582087494,0.457785368,0.600606585,6.574605703,0.59075826,0.495966911,0.607064073,0.435146332,0.868508287,0.159008265,21592,0.13910079,0,12.59097052,0.024621308,0.128395319,3.303124853,0.013086081,-,15,11,0,[],1-class-m-cluster,['three_order']
figure_category_basedmarkersize20_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,20,0.686540391,0.403970957,0.698186418,0.435354948,0.72301644,0.533938885,0.682787199,0.491048336,0.686083758,0.383774757,0.687828867,0.400276184,0.756292613,0.431137323,0.661825408,0.364944458,0.664654068,0.436233521,0.702536407,6.870004892,0.679228939,11.1970098,0.710922492,0.410126686,0.912707182,0.218048334,8803,0.11473155,0,0.145995855,0.024621308,0.134081125,3.303124853,0.009859562,-,15,7,0,[],1-class-m-cluster,['three_order']
figure_ascendingmarkersize10_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,10,0.818190958,0.326892614,0.824281624,0.44719696,0.851272413,0.538192749,0.812928209,0.357984781,0.814208138,0.397375345,0.814002179,0.374067068,0.885213918,0.421017885,0.78710322,0.398623228,0.79504778,0.424600124,0.828670081,6.7204597,0.810245451,0.45783186,0.890677624,0.386406422,0.961325967,0.191735506,2485,0.138423443,0,0.121118784,0.024621308,0.139106989,3.303124853,0.017832279,-,15,4,0,[],1-class-m-cluster,['three_order']
figure_descendingmarkersize50_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,50,0.590043179,0.400228024,0.605544684,0.388964653,0.63503462,0.608876944,0.593641703,0.454620838,0.597660951,0.432326555,0.599260551,0.401089907,0.637625647,0.486903667,0.582071935,0.368910074,0.570402298,0.420167923,0.594933277,6.647034883,0.588121888,0.570014715,0.59297779,0.455956936,0.868508287,0.150899887,21592,0.146896839,0,0.132725,0.024621308,0.133265495,3.303124853,0.006001472,-,15,0,0,[],1-class-m-cluster,['three_order']
figure_ascendingmarkersize50_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,50,0.599589177,0.37270236,0.605410968,0.360938311,0.605228731,0.639662981,0.597006462,0.423666716,0.599318869,0.442098141,0.599980173,0.44203186,0.628342803,12.39572859,0.591522332,0.352868319,0.592486776,0.376383066,0.603302246,5.386878014,0.597718172,0.386209249,0.611853773,0.413382053,0.868508287,0.143600464,21592,0.130029678,0,0.117072582,0.024621308,0.094141483,3.303124853,0.005999327,-,15,5,0,[],1-class-m-cluster,['three_order']
figure_ascendingmarkersize20_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,20,0.688659033,0.374947071,0.698114587,0.365125895,0.71900586,13.19608116,0.683600749,0.35793829,0.686418848,0.333999157,0.688017257,0.325434923,0.755133229,0.386430502,0.663199233,0.419696093,0.670491832,0.367228746,0.701676489,6.574891567,0.682713363,0.436724901,0.713969013,0.406694174,0.912707182,0.171840429,8803,0.130663633,0,0.103026867,0.024621308,0.090161324,3.303124853,0.017173052,-,15,5,0,[],1-class-m-cluster,['three_order']
figure_category_basedmarkersize10_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,10,0.817267863,0.396010876,0.824313216,0.350999832,0.854309196,0.58555913,0.812582003,0.372582674,0.814077934,0.426290989,0.813916888,0.416750193,0.885561732,12.6020267,0.786452335,0.37656188,0.79239277,0.36324358,0.830132815,6.731408596,0.808832776,0.486671209,0.889769285,0.421663523,0.961325967,0.136568785,2485,0.113008738,0,0.119334936,0.024621308,0.107480288,3.303124853,0.007001638,-,15,4,0,[],1-class-m-cluster,['three_order']
figure_descendingmarkersize10_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,10,0.81558902,0.331367731,0.824269307,0.330446482,0.871419004,0.463003874,0.812030607,0.339352131,0.813834693,0.339834452,0.813765911,0.342986107,0.886764999,0.333192587,0.783853345,0.318097591,0.789148044,0.322860718,0.826826782,6.693892956,0.808271569,12.77610946,0.887373759,0.466074228,0.961325967,0.152856827,2485,0.111834764,0,0.099270821,0.024621308,0.079499722,3.303124853,0.007001162,-,15,0,0,[],1-class-m-cluster,['three_order']
figure_descendingmarkersize20_UnEvenDensity-noName_TSNE_2,UnEvenDensity-noName_TSNE_2,905,2,20,0.682980827,0.402605534,0.698154929,0.353331566,0.745662742,0.539871454,0.681481752,0.453315973,0.685438805,0.412233353,0.687484792,0.373983383,0.760169121,0.35128665,0.656762534,0.32600379,0.657484908,0.317909241,0.6957651,6.354565144,0.677712764,0.405694246,0.70254319,0.481992483,0.912707182,0.135186195,8803,0.147317886,0,12.2995007,0.024621308,0.140288115,3.303124853,0.013027668,-,15,0,0,[],1-class-m-cluster,['three_order']
figure_category_basedmarkersize10_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,10,0.84980158,0.360351801,0.85956609,0.420176744,0.872357701,0.536997557,0.836298743,0.359762192,0.848470632,0.411303997,0.857962615,0.354464769,0.962045965,0.351240158,0.844410234,0.325658321,-,15,0.829502409,4.516016245,0.830451493,0.480046034,0.879854583,0.445292234,0.989455185,0.164663792,562,0.160414934,0,0.160765648,0.025460247,0.134870052,9.066743785,0.004122496,-,15,2,0,[],no,['cluster']
figure_ascendingmarkersize10_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,10,0.874996784,0.371864796,0.869344092,0.370084286,0.851330518,0.566541672,0.872285018,0.418069601,0.870503051,0.445980787,0.857733374,0.439235926,0.961857306,0.366120338,0.865460464,0.354067087,0.960437932,13.01911759,0.882819882,3.497948408,0.883302472,0.318390608,0.905552721,0.316324949,0.989455185,0.109155416,562,0.106580257,0,0.094616175,0.025460247,0.096926928,9.066743785,0.004999638,0.010807573,13.58492541,3,0,[],no,['cluster']
figure_category_basedmarkersize50_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,50,0.532268726,13.22636604,0.540893259,0.39403224,0.550456256,0.629844427,0.504039089,0.447224855,0.518706378,0.385905743,0.534261374,0.388890743,0.763589211,0.366241932,0.544487508,0.35003233,0.633657069,0.457328081,0.480674905,4.216532469,0.48481293,0.44562459,0.589124328,0.378415585,0.934973638,0.184774876,8697,0.156788111,0,0.118290424,0.025460247,0.16255331,9.066743785,0.008030891,-,15,5,1,"[{'category': 1, 'number': 1}]",no,['cluster']
figure_category_basedmarkersize20_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,20,0.710476263,0.369633198,0.724055225,0.390202761,0.7400216,0.634229183,0.687290865,0.448084116,0.704556364,0.379813194,0.720402345,0.393116236,0.896616161,0.387411833,0.716719607,0.36081934,0.789332767,0.365528584,0.667509108,4.414537668,0.672620993,0.420979023,0.753117597,0.464702845,0.973637961,0.234449625,2377,0.141785383,0,0.11718297,0.025460247,0.129836321,9.066743785,0.006045341,-,15,4,0,[],no,['cluster']
figure_descendingmarkersize50_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,50,0.488713902,0.324181557,0.52102164,0.321291208,0.580812106,0.459815502,0.494715792,0.319507599,0.52045545,0.342758656,0.535529903,0.32205224,0.764462952,0.361759663,0.592353514,0.337408304,0.557882859,0.328364611,0.416519427,3.047937393,0.424640443,0.344483137,0.555583742,0.339219809,0.934973638,0.142847538,8697,0.107664824,0,0.095901489,0.025460247,0.100328684,9.066743785,0.005011797,-,15,1,1,"[{'category': 1, 'number': 1}]",no,['cluster']
figure_ascendingmarkersize50_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,50,0.597297636,0.320745707,0.565182605,0.31705451,0.501130759,0.45656538,0.594249719,0.313208342,0.573863104,0.342244387,0.5339729,0.32834053,0.76520194,0.326946735,0.593401015,0.317610741,0.828755229,0.318272591,0.606372887,2.892935991,0.608341042,0.331757307,0.662271878,0.330815792,0.934973638,0.138301849,8697,0.101576328,0,0.106286764,0.025460247,0.097117662,9.066743785,0.00399828,-,15,2,0,[],no,['cluster']
figure_descendingmarkersize20_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,20,0.678814548,0.311863422,0.709649525,0.365038395,0.758623576,0.482962132,0.682173318,0.320926666,0.706846535,0.311993122,0.722472797,0.309064627,0.899166068,0.305831671,0.760730937,0.302796602,0.7304555,0.307062149,0.613846763,2.907876968,0.622039982,0.325837612,0.729236092,0.319462061,0.973637961,0.124655247,2377,0.098469496,0,0.111737251,0.025460247,0.107471466,9.066743785,0.00500679,-,15,2,0,[],no,['cluster']
figure_ascendingmarkersize20_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,20,0.753736794,0.305383205,0.740807622,0.307106495,0.702305417,0.446951628,0.749706165,0.30495882,0.743510689,0.318613529,0.719417648,0.303780794,0.895075922,0.311293125,0.748944828,0.302500248,0.906242529,0.305334568,0.762673125,2.914932489,0.76514032,0.323878288,0.807801625,0.31880784,0.973637961,0.120279312,2377,0.100024462,0,0.093603849,0.025460247,0.095748663,9.066743785,0.005002975,-,15,1,0,[],no,['cluster']
figure_descendingmarkersize10_wdbc_class_1_2_GlimmerMDS_2,wdbc_class_1_2_GlimmerMDS_2,569,2,10,0.831051074,0.330912828,0.851508781,0.309022665,0.882303722,0.451782703,0.829148662,0.342327356,0.84698253,0.32356596,0.861098422,0.321174145,0.963704255,0.30378294,0.879907028,10.45189524,0.859192835,0.301070929,0.785765608,2.890274763,0.789539558,0.317466259,0.867122004,0.320460796,0.989455185,0.11299181,562,0.104621887,0,0.090031385,0.025460247,0.098537207,9.066743785,0.002966642,0.010807573,14.41989398,2,0,[],no,['cluster']
figure_descendingmarkersize10_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,10,0.987479992,0.381281376,0.988707803,0.327297211,0.990603319,0.694373369,0.987385845,0.398303032,0.98842208,0.311068058,0.988017595,0.311820507,0.998744435,0.3563416,0.988862087,0.377005339,0.986185453,12.02881765,0.986090337,4.38156271,0.98664315,0.413662195,0.972792726,0.555682182,0.992970123,0.110404015,98,0.118894339,0,0.107875109,0.02527077,0.089313269,12.01397955,0.005570412,-,15,2,0,[],no,['no_shape']
figure_ascendingmarkersize50_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,50,0.884943822,0.398541212,0.874358121,0.370677233,0.895411125,0.561523676,0.872523683,0.4381423,0.86398117,12.15066004,0.872694665,0.40132165,0.939774953,0.410097599,0.858841442,0.409739494,0.830119933,0.37729907,0.861441449,4.32584691,0.856687738,0.443671703,0.925540986,0.450470924,0.992970123,0.226830959,2249,0.159154177,0,0.114395857,0.02527077,0.064814329,12.01397955,0.005992174,-,15,2,0,[],no,['no_shape']
figure_category_basedmarkersize50_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,50,0.881491616,0.37921381,0.873644345,0.366221666,0.905802985,0.571592093,0.867321192,0.415593147,0.860040445,0.398581982,0.87303943,0.379253864,0.939791859,0.429621696,0.852421758,0.442209005,0.829726188,0.375999928,0.861417959,4.254509449,0.856402419,0.546026468,0.92557971,12.48794389,0.992970123,0.208035231,2249,0.136933327,0,0.107229233,0.02527077,0.060196877,12.01397955,0.004996538,-,15,2,0,[],no,['no_shape']
figure_ascendingmarkersize20_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,20,0.961214867,0.447090387,0.957918306,0.387961149,0.96820014,0.52161026,0.958410605,0.405514717,0.95609367,0.361868382,0.95778192,0.416017532,0.986390512,0.403441429,0.959104863,0.377616405,0.93168596,0.37358737,0.949656019,4.589802027,0.948444715,0.464892149,0.96021114,0.406662226,0.992970123,0.176218748,457,0.129919529,0,0.102578402,0.02527077,0.056046963,12.01397955,0.005140543,-,15,2,0,[],no,['no_shape']
figure_descendingmarkersize50_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,50,0.849158941,0.417621613,0.870211596,0.333521843,0.917360844,0.544493914,0.860401466,0.413986683,0.870940198,0.329675198,0.873937269,0.425481558,0.939591227,0.356696844,0.858300417,0.398892403,0.820152617,0.371399164,0.86458425,4.29258132,0.870842362,0.460258007,0.810141376,0.456439972,0.992970123,0.262761116,2249,0.167477131,0,0.124655008,0.02527077,0.093643665,12.01397955,0.01109457,-,15,2,0,[],no,['no_shape']
figure_category_basedmarkersize10_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,10,0.987527254,0.316737413,0.988721855,0.338603258,0.990368237,12.31140947,0.98743129,0.395965576,0.988444522,0.422942638,0.988031118,0.35528636,0.998744435,0.372498512,0.988919875,0.380626202,0.986305088,0.360906839,0.986122396,4.827759027,0.986674007,0.392799854,0.972861008,0.342669725,0.992970123,0.158940554,98,0.182929039,0,0.178555727,0.02527077,0.06078577,12.01397955,0.008152246,-,15,2,0,[],no,['no_shape']
figure_descendingmarkersize20_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,20,0.952319672,0.394745111,0.957822511,0.350961685,0.969755016,0.518451452,0.954201005,0.41346693,0.957445752,0.358316183,0.958599752,0.414441347,0.986390512,0.353254318,0.95897841,0.406000614,0.940265331,0.359712601,0.951642537,4.232610703,0.953577608,0.453491926,0.954525135,0.410691023,0.992970123,11.52834916,457,0.127422094,0,0.103471756,0.02527077,0.102766275,12.01397955,0.006289244,-,15,2,0,[],no,['no_shape']
figure_ascendingmarkersize10_wdbc_class_1_2_TSNE_2,wdbc_class_1_2_TSNE_2,569,2,10,0.987549,0.387604475,0.988716382,0.374018908,0.990467263,0.520768881,0.987451731,0.439915895,0.988454214,0.359193325,0.988037527,0.333762169,0.998744435,0.386355877,0.988949381,0.418138504,0.986337421,0.35318017,0.986106553,4.633348942,0.986622842,0.376544952,0.972895894,0.439667225,0.992970123,0.168428421,98,0.155640602,0,0.12997818,0.02527077,0.080883026,12.01397955,0.004988909,-,15,2,0,[],no,['no_shape']
